SenderReplyDiff,checkAttachments,subjReply,subjForward,subjNoOfWords,subjNoOfChar,subjVerify,subjDebit,subjBank,script_exist,checkPopup,checkJS,NoOnClick,html_exist,form_exist,noFunctionWords,avgDomainLength,noWords,check_suspend,check_verify,noOfURLs,noOfLinks,checkIP,checkAtSym,checkURLShorten,checkImg,checkPort,Phishing
1,0,False,False,5,30,False,False,False,False,0,0,0,True,False,1,0,25,False,False,1,0,1,1,1,0,1,0
1,0,False,False,6,31,False,False,False,False,0,0,0,True,False,1,0,25,False,False,1,0,1,1,1,0,1,0
1,0,False,False,5,33,False,False,False,False,0,0,0,True,False,1,0,23,False,False,1,0,1,1,1,0,1,0
1,0,False,False,8,43,False,False,False,False,0,0,0,True,False,1,0,26,False,False,1,0,1,1,1,0,1,0
1,0,True,False,5,26,False,False,False,False,0,0,0,True,False,0,0,157,False,False,1,0,1,1,1,0,1,0
1,0,True,False,8,29,False,False,False,False,0,0,0,True,False,1,0,155,False,False,1,0,1,1,1,0,1,0
1,0,True,False,10,68,False,False,False,False,0,0,0,True,False,1,0,109,False,False,2,0,1,1,1,0,1,0
1,0,True,False,10,68,False,False,False,False,0,0,0,True,False,1,0,162,False,False,1,0,1,1,1,0,1,0
1,0,True,False,3,26,False,False,False,False,0,0,0,True,False,1,0,102,False,False,2,0,1,1,1,0,1,0
1,0,False,False,5,35,False,False,False,False,0,0,0,True,False,1,0,325,False,False,3,0,1,1,1,0,1,0
1,0,True,False,5,26,False,False,False,False,0,0,0,True,False,1,0,81,False,False,2,0,1,1,1,0,1,0
1,0,False,False,6,38,False,False,False,False,0,0,0,True,False,1,0,328,False,False,3,0,1,1,1,0,1,0
1,0,False,False,12,62,False,False,False,False,0,0,0,True,False,0,0,115,False,False,3,0,1,1,1,0,1,0
1,0,False,False,5,41,False,False,False,False,0,0,0,True,False,2,0,254,False,False,3,0,1,1,1,0,1,0
1,0,False,False,9,61,False,False,False,False,0,0,0,True,False,1,0,270,False,False,2,0,1,1,1,0,1,0
1,0,False,False,3,29,False,False,False,False,0,0,0,True,False,1,0,265,False,False,2,0,1,1,1,0,1,0
1,0,False,False,3,22,False,False,False,False,0,0,0,True,False,1,0,146,False,False,4,0,1,1,1,0,1,0
1,0,True,False,5,26,False,False,False,False,0,0,0,True,False,1,0,118,False,False,3,0,1,1,1,0,1,0
1,0,True,False,7,49,False,False,False,False,0,0,0,True,False,4,0,342,False,False,0,0,1,1,1,0,1,0
1,0,False,False,5,38,False,False,False,False,0,0,0,True,False,4,0,458,False,False,3,0,1,1,1,0,1,0
1,0,False,False,7,46,False,False,False,False,0,0,0,True,False,1,0,77,False,False,5,0,1,1,1,0,1,0
1,0,False,False,3,20,False,False,False,False,0,0,0,True,False,1,0,81,False,False,1,0,1,1,1,0,1,0
1,0,True,False,3,19,False,False,False,False,0,0,0,True,False,1,0,157,False,False,4,0,1,1,1,0,1,0
1,0,False,False,11,55,False,False,False,False,0,0,0,True,False,1,0,33,False,False,3,0,1,1,1,0,1,0
1,0,True,False,8,60,False,False,False,False,0,0,0,True,False,1,0,107,False,False,2,0,1,1,1,0,1,0
1,0,True,False,5,31,False,False,False,False,0,0,0,True,False,1,0,259,False,False,2,0,1,1,1,0,1,0
1,0,True,False,4,27,False,False,False,False,0,0,0,True,False,1,0,102,False,False,4,0,1,1,1,0,1,0
1,0,True,False,5,31,False,False,False,False,0,0,0,True,False,2,0,307,False,False,6,0,1,1,1,0,1,0
1,0,True,False,8,61,False,False,False,False,0,0,0,True,False,1,0,133,False,False,3,0,1,1,1,0,1,0
