spamScore,SenderReplyDiff,checkAttachments,subjReply,subjForward,subjNoOfWords,subjNoOfChar,subjVerify,subjDebit,subjBank,script_exist,checkPopup,checkJS,NoOnClick,html_exist,form_exist,noFunctionWords,noWords,noChars,check_suspend,check_verify,check_dear,unique_Words,Richness,noOfURLs,noOfLinks,checkIP,checkAtSym,checkdoubleslash,checkURLShorten,checkImg,checkPort,checkNoDots,avg_DomainLength,checkContentURL,checkModal,check_Here,Phishing
0.1,1,1,FALSE,FALSE,6,37,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,890,68031,FALSE,FALSE,FALSE,74,0.013082271,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2,1,1,FALSE,FALSE,6,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,807,61936,FALSE,FALSE,FALSE,73,0.013029579,0,0,1,1,1,1,0,1,0,0,1,0,1,1
9.1,1,0,FALSE,FALSE,4,36,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,147,1578,FALSE,FALSE,TRUE,66,0.093155894,1,1,1,1,1,1,0,1,2,60,1,1,1,1
2.4,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,1006,10858,FALSE,TRUE,TRUE,83,0.09265058,13,11,1,1,1,1,12,1,0.454545455,34.27272727,1,1,1,1
5.5,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2209,FALSE,FALSE,TRUE,80,0.094160254,2,1,1,1,1,1,0,1,2,31,1,1,0,1
3,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2208,FALSE,FALSE,TRUE,80,0.094202899,2,1,1,1,1,1,0,1,2,31,1,1,0,1
1.9,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2201,FALSE,FALSE,TRUE,80,0.094502499,2,1,1,1,1,1,0,1,1,31,1,1,0,1
3.6,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,151,2268,FALSE,FALSE,FALSE,69,0.066578483,2,1,1,1,1,1,0,1,3,68,1,1,1,1
1.1,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2205,FALSE,FALSE,TRUE,80,0.094331066,2,1,1,1,1,1,0,1,1,31,1,1,0,1
1.1,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2199,FALSE,FALSE,TRUE,80,0.094588449,2,1,1,1,1,1,0,1,1,31,1,1,0,1
3.4,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2196,FALSE,FALSE,TRUE,80,0.094717668,2,1,1,1,1,1,0,1,1,31,1,1,0,1
3.1,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,150,2242,FALSE,FALSE,FALSE,69,0.06690455,2,1,1,0,1,1,0,1,2,68,1,1,1,1
2.4,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2203,FALSE,FALSE,TRUE,80,0.094416704,2,1,1,1,1,1,0,1,2,31,1,1,0,1
2.6,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2209,FALSE,FALSE,TRUE,80,0.094160254,2,1,1,1,1,1,0,1,2,31,1,1,0,1
2.6,1,0,FALSE,FALSE,3,41,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,208,2216,FALSE,FALSE,TRUE,81,0.093862816,2,1,1,1,1,1,0,1,0,31,1,1,0,1
3.3,1,0,FALSE,FALSE,2,34,FALSE,FALSE,FALSE,TRUE,0,0,0,TRUE,FALSE,2,673,19975,FALSE,FALSE,TRUE,82,0.033692115,1,1,1,1,1,1,0,1,1,24,1,1,1,1
0,1,1,FALSE,FALSE,3,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,104,7514,FALSE,FALSE,FALSE,74,0.01384083,0,0,1,1,1,1,0,1,0,0,1,0,1,1
1.1,1,0,FALSE,FALSE,5,37,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,130,971,FALSE,FALSE,TRUE,63,0.133882595,1,1,1,1,1,1,0,1,2,49,1,1,0,1
5,1,0,FALSE,FALSE,5,38,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,287,2529,TRUE,FALSE,FALSE,75,0.11348359,1,1,1,1,1,1,0,1,1,40,1,1,1,1
2.1,1,0,FALSE,FALSE,4,27,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,374,3234,FALSE,TRUE,TRUE,78,0.115646259,4,1,1,1,1,1,0,1,1,40,1,1,1,1
11.3,1,0,FALSE,FALSE,2,15,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,64,368,FALSE,FALSE,TRUE,41,0.173913043,0,0,1,1,1,1,0,1,0,0,1,0,1,1
3.9,1,0,FALSE,FALSE,5,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,110,8414,FALSE,FALSE,FALSE,65,0.013073449,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2.3,1,0,FALSE,FALSE,5,38,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,546,12438,FALSE,FALSE,TRUE,69,0.043897733,1,3,1,1,1,1,0,1,0.666666667,14,1,1,1,1
4,1,0,FALSE,FALSE,6,38,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,366,5851,FALSE,FALSE,TRUE,83,0.06255341,10,8,1,1,1,1,1,1,0.375,7.625,1,1,1,1
7.2,1,0,FALSE,FALSE,5,34,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,412,5230,FALSE,FALSE,FALSE,81,0.078776291,10,7,1,1,1,1,1,1,0.142857143,7.857142857,1,1,1,1
2.4,1,0,FALSE,FALSE,5,37,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,1711,16846,FALSE,FALSE,FALSE,78,0.101567138,11,7,1,1,1,1,2,1,1,31.42857143,1,1,1,1
1.2,1,0,FALSE,FALSE,10,67,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,174,2468,FALSE,FALSE,FALSE,85,0.070502431,6,4,1,0,1,1,2,1,4,103,0,1,1,1
0.3,1,0,FALSE,FALSE,4,29,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,32,1372,12118,FALSE,FALSE,TRUE,82,0.113220003,9,3,1,1,1,1,2,1,0.333333333,10,1,1,1,1
0.3,1,0,FALSE,FALSE,4,29,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,32,1372,12118,FALSE,FALSE,TRUE,82,0.113220003,9,3,1,1,1,1,2,1,0.333333333,10,1,1,1,1
1,1,0,FALSE,FALSE,2,14,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,5,110,1515,TRUE,FALSE,FALSE,74,0.072607261,2,1,1,1,1,1,0,1,2,42,1,1,0,1
5.5,1,1,FALSE,FALSE,1,9,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,2291,175957,FALSE,FALSE,FALSE,73,0.013020227,0,0,1,1,1,1,0,1,0,0,1,0,1,1
1.3,1,0,FALSE,FALSE,8,60,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,464,4667,FALSE,FALSE,TRUE,77,0.09942147,2,1,1,1,1,1,0,1,0,18,1,1,1,1
0,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,532,5269,FALSE,FALSE,TRUE,79,0.100967926,1,1,1,1,1,1,0,1,3,44,1,1,1,1
0.9,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,183,1455,FALSE,FALSE,TRUE,63,0.125773196,1,1,1,1,1,1,0,1,0,21,1,1,1,1
0,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,324,3148,FALSE,FALSE,TRUE,77,0.10292249,0,1,1,1,1,1,0,1,2,61,1,0,1,1
0,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,324,3155,FALSE,FALSE,TRUE,77,0.102694136,1,1,1,1,1,1,0,1,1,61,1,1,1,1
0.9,1,0,FALSE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,183,1455,FALSE,FALSE,TRUE,63,0.125773196,1,1,1,1,1,1,0,1,0,21,1,1,1,1
2,1,0,FALSE,FALSE,2,17,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,52,456,FALSE,FALSE,FALSE,59,0.114035088,1,1,0,1,1,1,0,0,3,101,1,1,0,1
4.9,1,0,FALSE,FALSE,5,26,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,11,445,5938,FALSE,TRUE,FALSE,82,0.074941058,4,1,1,1,1,1,1,1,2,39,1,1,0,1
0.9,1,0,TRUE,FALSE,1,3,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,210,9177,FALSE,FALSE,TRUE,75,0.022883295,2,1,1,1,1,1,0,1,0,4,1,1,1,1
1.4,1,1,FALSE,FALSE,17,94,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,1069,81862,FALSE,FALSE,FALSE,73,0.013058562,0,0,1,1,1,1,0,1,0,0,1,0,1,1
1.4,1,1,FALSE,FALSE,17,94,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,1069,81862,FALSE,FALSE,FALSE,73,0.013058562,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2.6,1,0,FALSE,FALSE,16,93,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,15,660,7521,FALSE,TRUE,TRUE,77,0.087754288,3,1,1,1,1,1,2,1,3,56,1,1,1,1
1.2,1,1,FALSE,FALSE,17,112,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,2537,194882,FALSE,FALSE,FALSE,74,0.013018134,0,0,1,1,1,1,0,1,0,0,1,0,1,1
-0.1,0,1,TRUE,FALSE,4,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,174,12146,FALSE,FALSE,FALSE,72,0.014325704,0,0,1,1,1,1,0,1,0,0,1,0,1,1
0,0,0,TRUE,FALSE,5,42,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,1355,14677,FALSE,FALSE,FALSE,81,0.092321319,2,1,1,1,1,1,0,1,1,29,1,1,1,1
1,0,0,TRUE,FALSE,7,52,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,132,10100,FALSE,FALSE,FALSE,66,0.013069307,0,0,1,1,1,1,0,1,0,0,1,0,1,1
0.1,1,0,TRUE,FALSE,3,19,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,11,624,6766,FALSE,FALSE,TRUE,81,0.092225835,2,1,1,1,1,1,0,1,1,71,1,1,0,1
1.3,0,0,TRUE,FALSE,3,15,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,562,6279,FALSE,FALSE,FALSE,80,0.089504698,8,5,1,1,0,1,0,1,0.4,15,1,1,1,1
2.5,1,0,TRUE,FALSE,2,23,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,346,4103,FALSE,FALSE,FALSE,85,0.08432854,5,1,1,1,1,1,0,1,1,47,1,1,1,1
1,0,0,TRUE,FALSE,4,22,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,849,9140,FALSE,FALSE,TRUE,79,0.092888403,4,2,1,1,1,1,0,1,3.5,47.5,1,1,1,1
0,0,0,TRUE,FALSE,5,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,541,8061,FALSE,FALSE,FALSE,84,0.067113261,3,1,1,1,1,1,0,1,1,38,1,1,1,1
-13.1,1,0,TRUE,FALSE,6,33,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,791,8912,FALSE,FALSE,FALSE,78,0.088756732,14,4,1,1,1,1,4,1,0,27.25,1,1,1,1
-13.1,1,0,TRUE,FALSE,6,33,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,791,8912,FALSE,FALSE,FALSE,78,0.088756732,14,4,1,1,1,1,4,1,0,27.25,1,1,1,1
1.6,0,0,TRUE,FALSE,3,16,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,FALSE,14,384,2934,FALSE,TRUE,TRUE,80,0.130879346,2,1,1,1,1,1,0,1,0,25,1,1,0,1
1,0,0,TRUE,FALSE,4,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,1325,13564,FALSE,FALSE,FALSE,75,0.097685049,2,1,1,1,1,1,0,1,0,7,1,1,0,1
0,0,0,TRUE,FALSE,5,26,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,676,10390,FALSE,FALSE,FALSE,79,0.06506256,3,1,1,1,1,1,0,1,1,33,1,1,1,1
0,0,0,TRUE,FALSE,5,26,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,382,3372,FALSE,FALSE,FALSE,70,0.113285884,2,1,1,1,1,1,0,1,0,16,1,1,1,1
1,0,0,TRUE,FALSE,3,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,298,3453,FALSE,FALSE,FALSE,83,0.086301767,3,2,1,1,1,1,0,1,1.5,22.5,1,1,1,1
0,0,0,TRUE,FALSE,2,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,19,2320,35202,FALSE,FALSE,FALSE,94,0.065905346,434,0,1,1,1,1,0,1,0,0,1,1,1,1
0,0,1,TRUE,FALSE,3,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,162,11996,FALSE,FALSE,FALSE,72,0.013504502,0,0,1,1,1,1,0,1,0,0,1,0,1,1
3.2,0,0,TRUE,FALSE,6,34,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,3142,33337,FALSE,FALSE,FALSE,84,0.094249633,14,10,1,1,0,1,0,1,0.7,33.8,1,1,1,1
1.6,0,0,TRUE,FALSE,4,17,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,187,14359,FALSE,FALSE,FALSE,66,0.013023191,0,0,1,1,1,1,0,1,0,0,1,0,1,1
5.8,0,0,TRUE,FALSE,3,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,9,657,FALSE,FALSE,FALSE,62,0.01369863,0,0,1,1,1,1,0,1,0,0,1,0,1,1
0,0,0,TRUE,FALSE,4,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,13,1096,10216,FALSE,FALSE,FALSE,77,0.107282694,4,2,1,1,1,1,0,1,2.5,42.5,1,1,1,1
2.2,0,0,TRUE,FALSE,5,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,1593,20570,FALSE,FALSE,FALSE,82,0.077442878,2,1,1,1,1,1,0,1,1,27,1,1,1,1
2.2,1,0,TRUE,FALSE,6,37,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,519,5546,FALSE,FALSE,FALSE,82,0.093580959,2,1,1,1,1,1,1,1,2,41,1,1,1,1
0.7,1,0,TRUE,FALSE,3,26,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,98,1849,FALSE,FALSE,TRUE,79,0.053001622,5,1,1,1,1,1,1,1,0,3,1,1,1,1
1.6,0,0,TRUE,FALSE,5,27,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,7,553,4944,FALSE,FALSE,FALSE,74,0.111852751,2,1,1,1,1,1,0,1,1,33,1,1,1,1
4.2,0,0,TRUE,FALSE,4,19,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,808,8128,FALSE,FALSE,TRUE,77,0.099409449,4,1,1,1,1,1,0,1,2,38,1,1,1,1
0,0,0,TRUE,FALSE,3,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,138,808,FALSE,FALSE,FALSE,58,0.170792079,1,0,1,1,1,1,0,1,0,0,1,1,1,1
1,0,0,TRUE,FALSE,4,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,2356,34175,FALSE,FALSE,FALSE,81,0.068939283,2,1,1,1,1,1,0,1,1,45,1,1,1,1
0,0,0,TRUE,FALSE,4,30,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,1221,13875,FALSE,FALSE,FALSE,82,0.088,2,1,1,1,1,1,0,1,0,15,1,1,1,1
3.2,0,0,TRUE,FALSE,4,31,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,2891,34904,FALSE,FALSE,FALSE,79,0.082827183,11,6,1,1,1,1,0,1,0.833333333,28.16666667,1,1,1,1
3.7,1,1,TRUE,FALSE,2,9,FALSE,FALSE,FALSE,TRUE,0,1,0,TRUE,TRUE,7,492,9628,FALSE,FALSE,FALSE,94,0.051100956,10,5,1,1,1,1,6,1,0,5,1,1,1,1
7.7,1,1,TRUE,FALSE,4,25,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,TRUE,3,795,43239,FALSE,FALSE,TRUE,86,0.018386179,1,0,1,1,1,1,1,1,0,0,1,1,1,1
2,0,0,TRUE,FALSE,4,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,1208,92980,FALSE,FALSE,FALSE,67,0.012992041,0,0,1,1,1,1,0,1,0,0,1,0,1,1
3.2,0,0,TRUE,FALSE,5,29,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,523,5137,FALSE,FALSE,FALSE,78,0.101810395,2,1,1,1,1,1,0,1,2,32,1,1,1,1
0,0,0,TRUE,FALSE,11,63,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,1473,18161,FALSE,FALSE,FALSE,82,0.081107869,2,1,1,1,1,1,0,1,2,29,1,1,0,1
1.7,1,0,TRUE,FALSE,4,35,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,215,3507,FALSE,FALSE,TRUE,71,0.06130596,2,3,1,1,1,1,0,1,2.333333333,21.33333333,1,1,1,1
1.1,1,0,TRUE,FALSE,2,11,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,765,6667,FALSE,FALSE,TRUE,80,0.114744263,10,8,1,1,1,1,0,1,1.75,23.25,1,1,0,1
3.3,1,0,TRUE,FALSE,7,44,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,1630,32952,FALSE,FALSE,FALSE,88,0.04946589,15,7,1,0,1,1,1,1,0.857142857,36.14285714,1,1,1,1
0,1,0,TRUE,FALSE,5,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,234,1962,FALSE,FALSE,FALSE,84,0.119266055,2,1,1,1,1,1,0,1,2,38,1,1,1,1
2.6,1,0,TRUE,FALSE,5,42,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,11,108,FALSE,FALSE,FALSE,33,0.101851852,1,0,1,1,1,1,0,1,0,0,1,1,1,1
2.3,1,1,TRUE,FALSE,1,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,4337,333310,FALSE,FALSE,FALSE,68,0.013011911,0,0,1,1,1,1,0,1,0,0,1,0,1,1
3.4,1,0,FALSE,FALSE,3,16,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,342,2772,TRUE,FALSE,FALSE,81,0.123376623,2,2,1,1,1,1,0,1,1,56,1,1,0,1
2.5,1,0,FALSE,FALSE,4,40,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,9,380,3159,FALSE,FALSE,TRUE,76,0.120291231,1,1,1,1,1,1,0,1,0,16,1,1,1,1
2.7,1,0,FALSE,FALSE,7,53,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,6,706,10274,FALSE,FALSE,FALSE,83,0.06871715,3,1,1,1,1,1,0,1,1,28,1,1,0,1
5.1,1,0,FALSE,FALSE,1,13,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,26,3259,33881,FALSE,FALSE,FALSE,92,0.096189605,30,6,1,0,1,1,13,1,2.833333333,47,1,1,1,1
1.3,1,1,FALSE,FALSE,5,36,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,2,1722,130584,FALSE,FALSE,FALSE,69,0.013186914,0,0,1,1,1,1,0,1,0,0,1,0,1,1
5.4,1,1,FALSE,FALSE,5,36,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,2,1722,130583,FALSE,FALSE,FALSE,69,0.013187015,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2.5,1,0,FALSE,FALSE,4,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,2,271,2715,FALSE,FALSE,FALSE,81,0.099815838,1,0,1,1,1,1,0,1,0,0,1,1,1,1
6.6,1,0,FALSE,FALSE,5,43,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,418,5028,FALSE,FALSE,FALSE,80,0.083134447,1,2,1,1,1,1,0,1,0.5,25,1,1,1,1
3.4,1,0,FALSE,FALSE,2,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,644,6268,FALSE,FALSE,FALSE,81,0.102744097,3,2,1,1,1,1,0,1,2,27,1,1,1,1
3.4,1,0,FALSE,FALSE,2,28,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,644,6268,FALSE,FALSE,FALSE,81,0.102744097,3,2,1,1,1,1,0,1,2,27,1,1,1,1
3.2,1,0,FALSE,FALSE,7,36,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,106,900,FALSE,FALSE,TRUE,62,0.117777778,1,1,1,1,1,1,0,1,1,28,1,1,1,1
-0.1,1,0,FALSE,FALSE,7,48,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,200,3356,FALSE,FALSE,FALSE,82,0.059594756,5,0,1,1,1,1,3,1,0,0,1,1,1,1
1.1,1,1,FALSE,FALSE,10,53,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,987,13622,FALSE,FALSE,FALSE,81,0.072456321,3,0,1,1,1,1,3,1,0,0,1,1,1,1
1.1,1,1,FALSE,FALSE,9,60,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,5,990,9825,FALSE,FALSE,FALSE,83,0.100763359,2,2,1,1,1,1,4,1,0,0,1,1,1,1
2.8,1,0,FALSE,FALSE,8,60,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,426,4397,FALSE,FALSE,FALSE,80,0.096884239,1,1,1,1,1,1,0,1,0,22,1,1,1,1
7.2,1,0,FALSE,FALSE,3,24,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,3,222,2590,FALSE,FALSE,TRUE,65,0.085714286,1,1,1,1,1,1,0,1,3,58,1,1,1,1
0,1,0,FALSE,FALSE,2,13,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,225,2257,FALSE,FALSE,TRUE,55,0.099689854,2,1,1,1,1,1,0,1,1,29,1,1,1,1
0.3,1,0,FALSE,FALSE,4,30,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,266,5621,FALSE,FALSE,FALSE,82,0.04732254,2,2,1,1,1,1,0,1,1,24.5,1,1,0,1
2.6,1,0,FALSE,FALSE,12,69,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,232,2519,FALSE,FALSE,FALSE,73,0.09210004,2,2,1,1,1,1,0,1,1.5,33,1,1,0,1
1.2,1,0,FALSE,FALSE,3,20,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,54,543,FALSE,FALSE,FALSE,49,0.099447514,1,1,1,1,1,1,0,0,1,45,1,1,0,1
8.8,1,1,FALSE,FALSE,2,32,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,0,2618,158674,FALSE,FALSE,FALSE,72,0.016499237,0,0,1,1,1,1,0,1,0,0,1,0,1,1
2.2,1,0,FALSE,FALSE,2,21,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,4,116,665,FALSE,FALSE,TRUE,50,0.17443609,1,0,1,1,1,1,0,1,0,0,1,1,1,1
5.1,1,0,FALSE,FALSE,6,51,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,3060,30608,FALSE,FALSE,FALSE,79,0.099973863,4,10,1,0,1,1,1,1,0.7,18.3,1,1,1,1
5.1,1,0,FALSE,FALSE,6,51,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,3060,30608,FALSE,FALSE,FALSE,79,0.099973863,4,10,1,0,1,1,1,1,0.7,18.3,1,1,1,1
5.1,1,0,FALSE,FALSE,6,51,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,1,3060,30608,FALSE,FALSE,FALSE,79,0.099973863,4,10,1,0,1,1,1,1,0.7,18.3,1,1,1,1
9.4,1,0,FALSE,FALSE,1,23,FALSE,FALSE,FALSE,FALSE,0,0,0,FALSE,FALSE,0,921,12550,FALSE,FALSE,FALSE,82,0.073386454,2,0,1,1,1,1,0,1,0,0,1,1,1,1
4.1,1,0,FALSE,FALSE,7,38,TRUE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,12,482,12253,FALSE,FALSE,TRUE,77,0.039337305,1,2,1,1,1,1,0,1,1,60.5,1,1,1,1
10.5,1,0,FALSE,FALSE,10,56,FALSE,FALSE,TRUE,FALSE,0,0,0,TRUE,FALSE,10,320,3635,FALSE,FALSE,FALSE,81,0.088033012,3,1,1,1,1,1,0,1,2,36,1,1,0,1
3.6,1,0,FALSE,FALSE,2,14,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,297,3127,FALSE,FALSE,TRUE,82,0.094979213,7,6,1,1,1,1,1,1,1,27.5,1,1,1,1
3.6,1,0,FALSE,FALSE,2,14,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,8,297,3127,FALSE,FALSE,TRUE,82,0.094979213,7,6,1,1,1,1,1,1,1,27.5,1,1,1,1
4.1,1,1,FALSE,FALSE,2,14,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,10,1410,16938,FALSE,FALSE,TRUE,86,0.083244775,1,5,1,1,1,1,2,1,0.2,7,1,1,0,1
0.2,1,0,FALSE,FALSE,2,14,FALSE,FALSE,FALSE,FALSE,0,0,0,TRUE,FALSE,29,947,8671,FALSE,FALSE,TRUE,84,0.109214623,11,2,1,1,1,1,4,1,0.5,22,1,1,0,1
